graph_id,source,generator,tier,num_nodes,num_edges,gen_params,layout_algorithm,layout_seed,graph_path,image_path,density,density_bucket
real_MUTAG_0028,real,MUTAG,small,17,19,{},graphviz_sfdp,2864090607,data/raw/real/MUTAG/real_MUTAG_0028.graphml,data/images/real_MUTAG_0028.png,0.13970588235294118,sparse
real_MUTAG_0029,real,MUTAG,small,23,25,{},graphviz_sfdp,1354958407,data/raw/real/MUTAG/real_MUTAG_0029.graphml,data/images/real_MUTAG_0029.png,0.09881422924901186,sparse
real_MUTAG_0030,real,MUTAG,small,23,27,{},graphviz_sfdp,1062179109,data/raw/real/MUTAG/real_MUTAG_0030.graphml,data/images/real_MUTAG_0030.png,0.1067193675889328,sparse
real_MUTAG_0031,real,MUTAG,small,22,25,{},graphviz_sfdp,1300242772,data/raw/real/MUTAG/real_MUTAG_0031.graphml,data/images/real_MUTAG_0031.png,0.10822510822510822,sparse
real_MUTAG_0032,real,MUTAG,small,24,25,{},graphviz_sfdp,511894812,data/raw/real/MUTAG/real_MUTAG_0032.graphml,data/images/real_MUTAG_0032.png,0.09057971014492754,sparse
real_MUTAG_0033,real,MUTAG,small,23,25,{},graphviz_sfdp,1822333999,data/raw/real/MUTAG/real_MUTAG_0033.graphml,data/images/real_MUTAG_0033.png,0.09881422924901186,sparse
real_MUTAG_0034,real,MUTAG,small,13,14,{},graphviz_sfdp,3752079976,data/raw/real/MUTAG/real_MUTAG_0034.graphml,data/images/real_MUTAG_0034.png,0.1794871794871795,medium
real_MUTAG_0035,real,MUTAG,small,17,19,{},graphviz_sfdp,3012850787,data/raw/real/MUTAG/real_MUTAG_0035.graphml,data/images/real_MUTAG_0035.png,0.13970588235294118,sparse
real_MUTAG_0036,real,MUTAG,small,14,15,{},graphviz_sfdp,143689194,data/raw/real/MUTAG/real_MUTAG_0036.graphml,data/images/real_MUTAG_0036.png,0.16483516483516483,medium
real_MUTAG_0037,real,MUTAG,small,17,18,{},graphviz_sfdp,826614159,data/raw/real/MUTAG/real_MUTAG_0037.graphml,data/images/real_MUTAG_0037.png,0.1323529411764706,sparse
real_MUTAG_0038,real,MUTAG,small,15,16,{},graphviz_sfdp,1236686915,data/raw/real/MUTAG/real_MUTAG_0038.graphml,data/images/real_MUTAG_0038.png,0.1523809523809524,medium
real_MUTAG_0039,real,MUTAG,small,15,16,{},graphviz_sfdp,590704526,data/raw/real/MUTAG/real_MUTAG_0039.graphml,data/images/real_MUTAG_0039.png,0.1523809523809524,medium
real_MUTAG_0040,real,MUTAG,small,13,14,{},graphviz_sfdp,580400328,data/raw/real/MUTAG/real_MUTAG_0040.graphml,data/images/real_MUTAG_0040.png,0.1794871794871795,medium
real_MUTAG_0041,real,MUTAG,small,17,19,{},graphviz_sfdp,4021142264,data/raw/real/MUTAG/real_MUTAG_0041.graphml,data/images/real_MUTAG_0041.png,0.13970588235294118,sparse
real_MUTAG_0042,real,MUTAG,small,13,14,{},graphviz_sfdp,2907578399,data/raw/real/MUTAG/real_MUTAG_0042.graphml,data/images/real_MUTAG_0042.png,0.1794871794871795,medium
real_MUTAG_0043,real,MUTAG,small,19,22,{},graphviz_sfdp,2377666604,data/raw/real/MUTAG/real_MUTAG_0043.graphml,data/images/real_MUTAG_0043.png,0.1286549707602339,sparse
real_MUTAG_0044,real,MUTAG,small,17,19,{},graphviz_sfdp,440160827,data/raw/real/MUTAG/real_MUTAG_0044.graphml,data/images/real_MUTAG_0044.png,0.13970588235294118,sparse
real_MUTAG_0045,real,MUTAG,small,12,12,{},graphviz_sfdp,398645740,data/raw/real/MUTAG/real_MUTAG_0045.graphml,data/images/real_MUTAG_0045.png,0.18181818181818182,medium
real_MUTAG_0046,real,MUTAG,small,23,27,{},graphviz_sfdp,149753898,data/raw/real/MUTAG/real_MUTAG_0046.graphml,data/images/real_MUTAG_0046.png,0.1067193675889328,sparse
real_MUTAG_0047,real,MUTAG,small,22,25,{},graphviz_sfdp,3714308790,data/raw/real/MUTAG/real_MUTAG_0047.graphml,data/images/real_MUTAG_0047.png,0.10822510822510822,sparse
real_MUTAG_0048,real,MUTAG,small,17,19,{},graphviz_sfdp,3395649839,data/raw/real/MUTAG/real_MUTAG_0048.graphml,data/images/real_MUTAG_0048.png,0.13970588235294118,sparse
real_MUTAG_0049,real,MUTAG,small,20,22,{},graphviz_sfdp,2384769419,data/raw/real/MUTAG/real_MUTAG_0049.graphml,data/images/real_MUTAG_0049.png,0.11578947368421053,sparse
real_MUTAG_0050,real,MUTAG,small,16,17,{},graphviz_sfdp,2632359747,data/raw/real/MUTAG/real_MUTAG_0050.graphml,data/images/real_MUTAG_0050.png,0.14166666666666666,sparse
real_MUTAG_0051,real,MUTAG,medium,26,30,{},graphviz_sfdp,3719653614,data/raw/real/MUTAG/real_MUTAG_0051.graphml,data/images/real_MUTAG_0051.png,0.09230769230769231,sparse
real_MUTAG_0052,real,MUTAG,medium,26,30,{},graphviz_sfdp,2209939947,data/raw/real/MUTAG/real_MUTAG_0052.graphml,data/images/real_MUTAG_0052.png,0.09230769230769231,sparse
real_MUTAG_0053,real,MUTAG,small,19,21,{},graphviz_sfdp,1852446998,data/raw/real/MUTAG/real_MUTAG_0053.graphml,data/images/real_MUTAG_0053.png,0.12280701754385964,sparse
real_MUTAG_0054,real,MUTAG,small,19,21,{},graphviz_sfdp,2446538755,data/raw/real/MUTAG/real_MUTAG_0054.graphml,data/images/real_MUTAG_0054.png,0.12280701754385964,sparse
real_MUTAG_0055,real,MUTAG,small,14,15,{},graphviz_sfdp,1798472714,data/raw/real/MUTAG/real_MUTAG_0055.graphml,data/images/real_MUTAG_0055.png,0.16483516483516483,medium
real_MUTAG_0056,real,MUTAG,small,17,19,{},graphviz_sfdp,3451803772,data/raw/real/MUTAG/real_MUTAG_0056.graphml,data/images/real_MUTAG_0056.png,0.13970588235294118,sparse
real_MUTAG_0057,real,MUTAG,small,21,22,{},graphviz_sfdp,961764834,data/raw/real/MUTAG/real_MUTAG_0057.graphml,data/images/real_MUTAG_0057.png,0.10476190476190476,sparse
real_MUTAG_0058,real,MUTAG,medium,25,29,{},graphviz_sfdp,679274802,data/raw/real/MUTAG/real_MUTAG_0058.graphml,data/images/real_MUTAG_0058.png,0.09666666666666666,sparse
real_MUTAG_0059,real,MUTAG,small,23,27,{},graphviz_sfdp,1129136702,data/raw/real/MUTAG/real_MUTAG_0059.graphml,data/images/real_MUTAG_0059.png,0.1067193675889328,sparse
real_MUTAG_0060,real,MUTAG,small,19,20,{},graphviz_sfdp,325972210,data/raw/real/MUTAG/real_MUTAG_0060.graphml,data/images/real_MUTAG_0060.png,0.11695906432748537,sparse
real_MUTAG_0061,real,MUTAG,small,17,19,{},graphviz_sfdp,3144478126,data/raw/real/MUTAG/real_MUTAG_0061.graphml,data/images/real_MUTAG_0061.png,0.13970588235294118,sparse
real_MUTAG_0062,real,MUTAG,small,11,11,{},graphviz_sfdp,3747631281,data/raw/real/MUTAG/real_MUTAG_0062.graphml,data/images/real_MUTAG_0062.png,0.2,medium
real_MUTAG_0063,real,MUTAG,small,23,24,{},graphviz_sfdp,205883456,data/raw/real/MUTAG/real_MUTAG_0063.graphml,data/images/real_MUTAG_0063.png,0.09486166007905138,sparse
real_MUTAG_0064,real,MUTAG,small,20,22,{},graphviz_sfdp,3833405367,data/raw/real/MUTAG/real_MUTAG_0064.graphml,data/images/real_MUTAG_0064.png,0.11578947368421053,sparse
real_MUTAG_0065,real,MUTAG,small,16,17,{},graphviz_sfdp,3041038200,data/raw/real/MUTAG/real_MUTAG_0065.graphml,data/images/real_MUTAG_0065.png,0.14166666666666666,sparse
real_MUTAG_0066,real,MUTAG,small,16,17,{},graphviz_sfdp,841792248,data/raw/real/MUTAG/real_MUTAG_0066.graphml,data/images/real_MUTAG_0066.png,0.14166666666666666,sparse
real_MUTAG_0067,real,MUTAG,small,20,23,{},graphviz_sfdp,3375218961,data/raw/real/MUTAG/real_MUTAG_0067.graphml,data/images/real_MUTAG_0067.png,0.12105263157894737,sparse
real_MUTAG_0068,real,MUTAG,small,23,27,{},graphviz_sfdp,3390561919,data/raw/real/MUTAG/real_MUTAG_0068.graphml,data/images/real_MUTAG_0068.png,0.1067193675889328,sparse
real_MUTAG_0069,real,MUTAG,small,19,21,{},graphviz_sfdp,241835203,data/raw/real/MUTAG/real_MUTAG_0069.graphml,data/images/real_MUTAG_0069.png,0.12280701754385964,sparse
real_MUTAG_0070,real,MUTAG,small,14,15,{},graphviz_sfdp,2188696205,data/raw/real/MUTAG/real_MUTAG_0070.graphml,data/images/real_MUTAG_0070.png,0.16483516483516483,medium
real_MUTAG_0071,real,MUTAG,medium,26,30,{},graphviz_sfdp,126841224,data/raw/real/MUTAG/real_MUTAG_0071.graphml,data/images/real_MUTAG_0071.png,0.09230769230769231,sparse
real_MUTAG_0072,real,MUTAG,small,16,18,{},graphviz_sfdp,4290709158,data/raw/real/MUTAG/real_MUTAG_0072.graphml,data/images/real_MUTAG_0072.png,0.15,medium
real_MUTAG_0073,real,MUTAG,small,16,17,{},graphviz_sfdp,1661978672,data/raw/real/MUTAG/real_MUTAG_0073.graphml,data/images/real_MUTAG_0073.png,0.14166666666666666,sparse
real_MUTAG_0074,real,MUTAG,small,23,27,{},graphviz_sfdp,1818486745,data/raw/real/MUTAG/real_MUTAG_0074.graphml,data/images/real_MUTAG_0074.png,0.1067193675889328,sparse
real_MUTAG_0075,real,MUTAG,small,18,19,{},graphviz_sfdp,4149072344,data/raw/real/MUTAG/real_MUTAG_0075.graphml,data/images/real_MUTAG_0075.png,0.12418300653594772,sparse
real_MUTAG_0076,real,MUTAG,small,10,10,{},graphviz_sfdp,3627220861,data/raw/real/MUTAG/real_MUTAG_0076.graphml,data/images/real_MUTAG_0076.png,0.2222222222222222,medium
real_MUTAG_0077,real,MUTAG,small,16,17,{},graphviz_sfdp,1631093287,data/raw/real/MUTAG/real_MUTAG_0077.graphml,data/images/real_MUTAG_0077.png,0.14166666666666666,sparse
real_MUTAG_0078,real,MUTAG,small,16,17,{},graphviz_sfdp,1733605683,data/raw/real/MUTAG/real_MUTAG_0078.graphml,data/images/real_MUTAG_0078.png,0.14166666666666666,sparse
real_MUTAG_0079,real,MUTAG,small,17,19,{},graphviz_sfdp,3905246376,data/raw/real/MUTAG/real_MUTAG_0079.graphml,data/images/real_MUTAG_0079.png,0.13970588235294118,sparse
real_MUTAG_0080,real,MUTAG,small,19,22,{},graphviz_sfdp,1748603380,data/raw/real/MUTAG/real_MUTAG_0080.graphml,data/images/real_MUTAG_0080.png,0.1286549707602339,sparse
real_MUTAG_0081,real,MUTAG,small,12,12,{},graphviz_sfdp,3186844687,data/raw/real/MUTAG/real_MUTAG_0081.graphml,data/images/real_MUTAG_0081.png,0.18181818181818182,medium
real_MUTAG_0082,real,MUTAG,medium,25,28,{},graphviz_sfdp,3110832637,data/raw/real/MUTAG/real_MUTAG_0082.graphml,data/images/real_MUTAG_0082.png,0.09333333333333334,sparse
real_MUTAG_0083,real,MUTAG,small,16,18,{},graphviz_sfdp,2805988450,data/raw/real/MUTAG/real_MUTAG_0083.graphml,data/images/real_MUTAG_0083.png,0.15,medium
real_MUTAG_0084,real,MUTAG,small,11,11,{},graphviz_sfdp,276198204,data/raw/real/MUTAG/real_MUTAG_0084.graphml,data/images/real_MUTAG_0084.png,0.2,medium
real_MUTAG_0085,real,MUTAG,small,23,27,{},graphviz_sfdp,1735447000,data/raw/real/MUTAG/real_MUTAG_0085.graphml,data/images/real_MUTAG_0085.png,0.1067193675889328,sparse
real_MUTAG_0086,real,MUTAG,small,23,27,{},graphviz_sfdp,3315678690,data/raw/real/MUTAG/real_MUTAG_0086.graphml,data/images/real_MUTAG_0086.png,0.1067193675889328,sparse
real_MUTAG_0087,real,MUTAG,small,16,18,{},graphviz_sfdp,1043793774,data/raw/real/MUTAG/real_MUTAG_0087.graphml,data/images/real_MUTAG_0087.png,0.15,medium
real_MUTAG_0088,real,MUTAG,small,12,12,{},graphviz_sfdp,2024312054,data/raw/real/MUTAG/real_MUTAG_0088.graphml,data/images/real_MUTAG_0088.png,0.18181818181818182,medium
real_MUTAG_0089,real,MUTAG,small,13,14,{},graphviz_sfdp,1177677786,data/raw/real/MUTAG/real_MUTAG_0089.graphml,data/images/real_MUTAG_0089.png,0.1794871794871795,medium
real_MUTAG_0090,real,MUTAG,small,23,27,{},graphviz_sfdp,4013413668,data/raw/real/MUTAG/real_MUTAG_0090.graphml,data/images/real_MUTAG_0090.png,0.1067193675889328,sparse
real_MUTAG_0091,real,MUTAG,medium,25,29,{},graphviz_sfdp,1615740282,data/raw/real/MUTAG/real_MUTAG_0091.graphml,data/images/real_MUTAG_0091.png,0.09666666666666666,sparse
real_MUTAG_0092,real,MUTAG,small,19,22,{},graphviz_sfdp,2322247278,data/raw/real/MUTAG/real_MUTAG_0092.graphml,data/images/real_MUTAG_0092.png,0.1286549707602339,sparse
real_MUTAG_0093,real,MUTAG,small,23,27,{},graphviz_sfdp,748145541,data/raw/real/MUTAG/real_MUTAG_0093.graphml,data/images/real_MUTAG_0093.png,0.1067193675889328,sparse
real_MUTAG_0094,real,MUTAG,small,19,22,{},graphviz_sfdp,3058641803,data/raw/real/MUTAG/real_MUTAG_0094.graphml,data/images/real_MUTAG_0094.png,0.1286549707602339,sparse
real_MUTAG_0095,real,MUTAG,small,19,20,{},graphviz_sfdp,2575146602,data/raw/real/MUTAG/real_MUTAG_0095.graphml,data/images/real_MUTAG_0095.png,0.11695906432748537,sparse
real_MUTAG_0096,real,MUTAG,medium,25,28,{},graphviz_sfdp,4118476316,data/raw/real/MUTAG/real_MUTAG_0096.graphml,data/images/real_MUTAG_0096.png,0.09333333333333334,sparse
real_MUTAG_0097,real,MUTAG,small,18,20,{},graphviz_sfdp,3832013543,data/raw/real/MUTAG/real_MUTAG_0097.graphml,data/images/real_MUTAG_0097.png,0.13071895424836602,sparse
real_MUTAG_0098,real,MUTAG,small,13,14,{},graphviz_sfdp,1205482486,data/raw/real/MUTAG/real_MUTAG_0098.graphml,data/images/real_MUTAG_0098.png,0.1794871794871795,medium
real_MUTAG_0099,real,MUTAG,small,15,17,{},graphviz_sfdp,1267035223,data/raw/real/MUTAG/real_MUTAG_0099.graphml,data/images/real_MUTAG_0099.png,0.1619047619047619,medium
real_MUTAG_0100,real,MUTAG,small,16,17,{},graphviz_sfdp,130589484,data/raw/real/MUTAG/real_MUTAG_0100.graphml,data/images/real_MUTAG_0100.png,0.14166666666666666,sparse
real_MUTAG_0101,real,MUTAG,small,23,27,{},graphviz_sfdp,2392749644,data/raw/real/MUTAG/real_MUTAG_0101.graphml,data/images/real_MUTAG_0101.png,0.1067193675889328,sparse
real_MUTAG_0102,real,MUTAG,medium,26,28,{},graphviz_sfdp,2132290950,data/raw/real/MUTAG/real_MUTAG_0102.graphml,data/images/real_MUTAG_0102.png,0.08615384615384615,sparse
real_MUTAG_0103,real,MUTAG,small,19,22,{},graphviz_sfdp,1330874524,data/raw/real/MUTAG/real_MUTAG_0103.graphml,data/images/real_MUTAG_0103.png,0.1286549707602339,sparse
real_MUTAG_0104,real,MUTAG,small,23,27,{},graphviz_sfdp,102924286,data/raw/real/MUTAG/real_MUTAG_0104.graphml,data/images/real_MUTAG_0104.png,0.1067193675889328,sparse
real_MUTAG_0105,real,MUTAG,small,17,19,{},graphviz_sfdp,2124368142,data/raw/real/MUTAG/real_MUTAG_0105.graphml,data/images/real_MUTAG_0105.png,0.13970588235294118,sparse
real_MUTAG_0106,real,MUTAG,small,20,23,{},graphviz_sfdp,2558017680,data/raw/real/MUTAG/real_MUTAG_0106.graphml,data/images/real_MUTAG_0106.png,0.12105263157894737,sparse
real_MUTAG_0107,real,MUTAG,medium,25,28,{},graphviz_sfdp,3457042097,data/raw/real/MUTAG/real_MUTAG_0107.graphml,data/images/real_MUTAG_0107.png,0.09333333333333334,sparse
real_MUTAG_0108,real,MUTAG,small,19,22,{},graphviz_sfdp,1480960792,data/raw/real/MUTAG/real_MUTAG_0108.graphml,data/images/real_MUTAG_0108.png,0.1286549707602339,sparse
real_MUTAG_0109,real,MUTAG,medium,28,33,{},graphviz_sfdp,681695327,data/raw/real/MUTAG/real_MUTAG_0109.graphml,data/images/real_MUTAG_0109.png,0.0873015873015873,sparse
real_MUTAG_0110,real,MUTAG,small,24,25,{},graphviz_sfdp,2702700907,data/raw/real/MUTAG/real_MUTAG_0110.graphml,data/images/real_MUTAG_0110.png,0.09057971014492754,sparse
real_MUTAG_0111,real,MUTAG,small,11,11,{},graphviz_sfdp,1709320438,data/raw/real/MUTAG/real_MUTAG_0111.graphml,data/images/real_MUTAG_0111.png,0.2,medium
real_MUTAG_0112,real,MUTAG,small,15,17,{},graphviz_sfdp,2655167810,data/raw/real/MUTAG/real_MUTAG_0112.graphml,data/images/real_MUTAG_0112.png,0.1619047619047619,medium
real_MUTAG_0113,real,MUTAG,small,13,13,{},graphviz_sfdp,1046000524,data/raw/real/MUTAG/real_MUTAG_0113.graphml,data/images/real_MUTAG_0113.png,0.16666666666666666,medium
real_MUTAG_0114,real,MUTAG,small,16,17,{},graphviz_sfdp,1866833743,data/raw/real/MUTAG/real_MUTAG_0114.graphml,data/images/real_MUTAG_0114.png,0.14166666666666666,sparse
real_MUTAG_0115,real,MUTAG,small,12,13,{},graphviz_sfdp,2925495428,data/raw/real/MUTAG/real_MUTAG_0115.graphml,data/images/real_MUTAG_0115.png,0.19696969696969696,medium
real_MUTAG_0116,real,MUTAG,small,10,10,{},graphviz_sfdp,3872282726,data/raw/real/MUTAG/real_MUTAG_0116.graphml,data/images/real_MUTAG_0116.png,0.2222222222222222,medium
real_MUTAG_0117,real,MUTAG,small,21,22,{},graphviz_sfdp,1547085343,data/raw/real/MUTAG/real_MUTAG_0117.graphml,data/images/real_MUTAG_0117.png,0.10476190476190476,sparse
real_MUTAG_0118,real,MUTAG,small,23,27,{},graphviz_sfdp,2803360096,data/raw/real/MUTAG/real_MUTAG_0118.graphml,data/images/real_MUTAG_0118.png,0.1067193675889328,sparse
real_MUTAG_0119,real,MUTAG,small,21,22,{},graphviz_sfdp,543289803,data/raw/real/MUTAG/real_MUTAG_0119.graphml,data/images/real_MUTAG_0119.png,0.10476190476190476,sparse
real_MUTAG_0120,real,MUTAG,small,13,14,{},graphviz_sfdp,3806554630,data/raw/real/MUTAG/real_MUTAG_0120.graphml,data/images/real_MUTAG_0120.png,0.1794871794871795,medium
real_MUTAG_0121,real,MUTAG,medium,25,28,{},graphviz_sfdp,4097100526,data/raw/real/MUTAG/real_MUTAG_0121.graphml,data/images/real_MUTAG_0121.png,0.09333333333333334,sparse
real_MUTAG_0122,real,MUTAG,small,21,24,{},graphviz_sfdp,3091021017,data/raw/real/MUTAG/real_MUTAG_0122.graphml,data/images/real_MUTAG_0122.png,0.11428571428571428,sparse
real_MUTAG_0123,real,MUTAG,small,17,18,{},graphviz_sfdp,480755379,data/raw/real/MUTAG/real_MUTAG_0123.graphml,data/images/real_MUTAG_0123.png,0.1323529411764706,sparse
real_MUTAG_0124,real,MUTAG,small,11,11,{},graphviz_sfdp,3576476585,data/raw/real/MUTAG/real_MUTAG_0124.graphml,data/images/real_MUTAG_0124.png,0.2,medium
real_MUTAG_0125,real,MUTAG,small,19,22,{},graphviz_sfdp,1816865057,data/raw/real/MUTAG/real_MUTAG_0125.graphml,data/images/real_MUTAG_0125.png,0.1286549707602339,sparse
real_MUTAG_0126,real,MUTAG,small,20,22,{},graphviz_sfdp,3961563541,data/raw/real/MUTAG/real_MUTAG_0126.graphml,data/images/real_MUTAG_0126.png,0.11578947368421053,sparse
real_MUTAG_0127,real,MUTAG,small,21,22,{},graphviz_sfdp,2189400211,data/raw/real/MUTAG/real_MUTAG_0127.graphml,data/images/real_MUTAG_0127.png,0.10476190476190476,sparse
real_MUTAG_0128,real,MUTAG,small,15,17,{},graphviz_sfdp,2497263987,data/raw/real/MUTAG/real_MUTAG_0128.graphml,data/images/real_MUTAG_0128.png,0.1619047619047619,medium
real_MUTAG_0129,real,MUTAG,small,14,14,{},graphviz_sfdp,1159399002,data/raw/real/MUTAG/real_MUTAG_0129.graphml,data/images/real_MUTAG_0129.png,0.15384615384615385,medium
real_MUTAG_0130,real,MUTAG,small,11,11,{},graphviz_sfdp,2755864548,data/raw/real/MUTAG/real_MUTAG_0130.graphml,data/images/real_MUTAG_0130.png,0.2,medium
real_MUTAG_0131,real,MUTAG,small,19,20,{},graphviz_sfdp,1952358201,data/raw/real/MUTAG/real_MUTAG_0131.graphml,data/images/real_MUTAG_0131.png,0.11695906432748537,sparse
real_MUTAG_0132,real,MUTAG,small,11,11,{},graphviz_sfdp,3757340337,data/raw/real/MUTAG/real_MUTAG_0132.graphml,data/images/real_MUTAG_0132.png,0.2,medium
real_MUTAG_0133,real,MUTAG,small,21,23,{},graphviz_sfdp,3795275051,data/raw/real/MUTAG/real_MUTAG_0133.graphml,data/images/real_MUTAG_0133.png,0.10952380952380952,sparse
real_MUTAG_0134,real,MUTAG,small,22,25,{},graphviz_sfdp,3352780348,data/raw/real/MUTAG/real_MUTAG_0134.graphml,data/images/real_MUTAG_0134.png,0.10822510822510822,sparse
real_MUTAG_0135,real,MUTAG,small,11,11,{},graphviz_sfdp,3652028313,data/raw/real/MUTAG/real_MUTAG_0135.graphml,data/images/real_MUTAG_0135.png,0.2,medium
real_MUTAG_0136,real,MUTAG,small,20,23,{},graphviz_sfdp,22708783,data/raw/real/MUTAG/real_MUTAG_0136.graphml,data/images/real_MUTAG_0136.png,0.12105263157894737,sparse
real_MUTAG_0137,real,MUTAG,small,22,25,{},graphviz_sfdp,4037065299,data/raw/real/MUTAG/real_MUTAG_0137.graphml,data/images/real_MUTAG_0137.png,0.10822510822510822,sparse
real_MUTAG_0138,real,MUTAG,small,13,14,{},graphviz_sfdp,3863083216,data/raw/real/MUTAG/real_MUTAG_0138.graphml,data/images/real_MUTAG_0138.png,0.1794871794871795,medium
real_MUTAG_0139,real,MUTAG,small,11,11,{},graphviz_sfdp,667631172,data/raw/real/MUTAG/real_MUTAG_0139.graphml,data/images/real_MUTAG_0139.png,0.2,medium
real_MUTAG_0140,real,MUTAG,small,16,17,{},graphviz_sfdp,2847734770,data/raw/real/MUTAG/real_MUTAG_0140.graphml,data/images/real_MUTAG_0140.png,0.14166666666666666,sparse
