graph_id,source,generator,tier,num_nodes,num_edges,gen_params,layout_algorithm,layout_seed,graph_path,image_path
real_MUTAG_0033,real,MUTAG,small,23,25,{},networkx_spring,1822333999,data/raw/real/MUTAG/real_MUTAG_0033.graphml,data/images/real_MUTAG_0033.png
real_MUTAG_0034,real,MUTAG,small,13,14,{},networkx_spring,3752079976,data/raw/real/MUTAG/real_MUTAG_0034.graphml,data/images/real_MUTAG_0034.png
real_MUTAG_0035,real,MUTAG,small,17,19,{},networkx_spring,3012850787,data/raw/real/MUTAG/real_MUTAG_0035.graphml,data/images/real_MUTAG_0035.png
real_MUTAG_0036,real,MUTAG,small,14,15,{},networkx_spring,143689194,data/raw/real/MUTAG/real_MUTAG_0036.graphml,data/images/real_MUTAG_0036.png
real_MUTAG_0037,real,MUTAG,small,17,18,{},networkx_spring,826614159,data/raw/real/MUTAG/real_MUTAG_0037.graphml,data/images/real_MUTAG_0037.png
real_MUTAG_0038,real,MUTAG,small,15,16,{},networkx_spring,1236686915,data/raw/real/MUTAG/real_MUTAG_0038.graphml,data/images/real_MUTAG_0038.png
real_MUTAG_0039,real,MUTAG,small,15,16,{},networkx_spring,590704526,data/raw/real/MUTAG/real_MUTAG_0039.graphml,data/images/real_MUTAG_0039.png
real_MUTAG_0040,real,MUTAG,small,13,14,{},networkx_spring,580400328,data/raw/real/MUTAG/real_MUTAG_0040.graphml,data/images/real_MUTAG_0040.png
real_MUTAG_0041,real,MUTAG,small,17,19,{},networkx_spring,4021142264,data/raw/real/MUTAG/real_MUTAG_0041.graphml,data/images/real_MUTAG_0041.png
real_MUTAG_0042,real,MUTAG,small,13,14,{},networkx_spring,2907578399,data/raw/real/MUTAG/real_MUTAG_0042.graphml,data/images/real_MUTAG_0042.png
real_MUTAG_0043,real,MUTAG,small,19,22,{},networkx_spring,2377666604,data/raw/real/MUTAG/real_MUTAG_0043.graphml,data/images/real_MUTAG_0043.png
real_MUTAG_0044,real,MUTAG,small,17,19,{},networkx_spring,440160827,data/raw/real/MUTAG/real_MUTAG_0044.graphml,data/images/real_MUTAG_0044.png
real_MUTAG_0045,real,MUTAG,small,12,12,{},networkx_spring,398645740,data/raw/real/MUTAG/real_MUTAG_0045.graphml,data/images/real_MUTAG_0045.png
real_MUTAG_0046,real,MUTAG,small,23,27,{},networkx_spring,149753898,data/raw/real/MUTAG/real_MUTAG_0046.graphml,data/images/real_MUTAG_0046.png
real_MUTAG_0047,real,MUTAG,small,22,25,{},networkx_spring,3714308790,data/raw/real/MUTAG/real_MUTAG_0047.graphml,data/images/real_MUTAG_0047.png
real_MUTAG_0048,real,MUTAG,small,17,19,{},networkx_spring,3395649839,data/raw/real/MUTAG/real_MUTAG_0048.graphml,data/images/real_MUTAG_0048.png
real_MUTAG_0049,real,MUTAG,small,20,22,{},networkx_spring,2384769419,data/raw/real/MUTAG/real_MUTAG_0049.graphml,data/images/real_MUTAG_0049.png
real_MUTAG_0050,real,MUTAG,small,16,17,{},networkx_spring,2632359747,data/raw/real/MUTAG/real_MUTAG_0050.graphml,data/images/real_MUTAG_0050.png
real_MUTAG_0051,real,MUTAG,medium,26,30,{},networkx_spring,3719653614,data/raw/real/MUTAG/real_MUTAG_0051.graphml,data/images/real_MUTAG_0051.png
real_MUTAG_0052,real,MUTAG,medium,26,30,{},networkx_spring,2209939947,data/raw/real/MUTAG/real_MUTAG_0052.graphml,data/images/real_MUTAG_0052.png
real_MUTAG_0053,real,MUTAG,small,19,21,{},networkx_spring,1852446998,data/raw/real/MUTAG/real_MUTAG_0053.graphml,data/images/real_MUTAG_0053.png
real_MUTAG_0054,real,MUTAG,small,19,21,{},networkx_spring,2446538755,data/raw/real/MUTAG/real_MUTAG_0054.graphml,data/images/real_MUTAG_0054.png
real_MUTAG_0055,real,MUTAG,small,14,15,{},networkx_spring,1798472714,data/raw/real/MUTAG/real_MUTAG_0055.graphml,data/images/real_MUTAG_0055.png
real_MUTAG_0056,real,MUTAG,small,17,19,{},networkx_spring,3451803772,data/raw/real/MUTAG/real_MUTAG_0056.graphml,data/images/real_MUTAG_0056.png
real_MUTAG_0057,real,MUTAG,small,21,22,{},networkx_spring,961764834,data/raw/real/MUTAG/real_MUTAG_0057.graphml,data/images/real_MUTAG_0057.png
real_MUTAG_0058,real,MUTAG,medium,25,29,{},networkx_spring,679274802,data/raw/real/MUTAG/real_MUTAG_0058.graphml,data/images/real_MUTAG_0058.png
real_MUTAG_0059,real,MUTAG,small,23,27,{},networkx_spring,1129136702,data/raw/real/MUTAG/real_MUTAG_0059.graphml,data/images/real_MUTAG_0059.png
real_MUTAG_0060,real,MUTAG,small,19,20,{},networkx_spring,325972210,data/raw/real/MUTAG/real_MUTAG_0060.graphml,data/images/real_MUTAG_0060.png
real_MUTAG_0061,real,MUTAG,small,17,19,{},networkx_spring,3144478126,data/raw/real/MUTAG/real_MUTAG_0061.graphml,data/images/real_MUTAG_0061.png
real_MUTAG_0062,real,MUTAG,small,11,11,{},networkx_spring,3747631281,data/raw/real/MUTAG/real_MUTAG_0062.graphml,data/images/real_MUTAG_0062.png
real_MUTAG_0063,real,MUTAG,small,23,24,{},networkx_spring,205883456,data/raw/real/MUTAG/real_MUTAG_0063.graphml,data/images/real_MUTAG_0063.png
real_MUTAG_0064,real,MUTAG,small,20,22,{},networkx_spring,3833405367,data/raw/real/MUTAG/real_MUTAG_0064.graphml,data/images/real_MUTAG_0064.png
real_MUTAG_0065,real,MUTAG,small,16,17,{},networkx_spring,3041038200,data/raw/real/MUTAG/real_MUTAG_0065.graphml,data/images/real_MUTAG_0065.png
real_MUTAG_0066,real,MUTAG,small,16,17,{},networkx_spring,841792248,data/raw/real/MUTAG/real_MUTAG_0066.graphml,data/images/real_MUTAG_0066.png
real_MUTAG_0067,real,MUTAG,small,20,23,{},networkx_spring,3375218961,data/raw/real/MUTAG/real_MUTAG_0067.graphml,data/images/real_MUTAG_0067.png
real_MUTAG_0068,real,MUTAG,small,23,27,{},networkx_spring,3390561919,data/raw/real/MUTAG/real_MUTAG_0068.graphml,data/images/real_MUTAG_0068.png
real_MUTAG_0069,real,MUTAG,small,19,21,{},networkx_spring,241835203,data/raw/real/MUTAG/real_MUTAG_0069.graphml,data/images/real_MUTAG_0069.png
real_MUTAG_0070,real,MUTAG,small,14,15,{},networkx_spring,2188696205,data/raw/real/MUTAG/real_MUTAG_0070.graphml,data/images/real_MUTAG_0070.png
real_MUTAG_0071,real,MUTAG,medium,26,30,{},networkx_spring,126841224,data/raw/real/MUTAG/real_MUTAG_0071.graphml,data/images/real_MUTAG_0071.png
real_MUTAG_0072,real,MUTAG,small,16,18,{},networkx_spring,4290709158,data/raw/real/MUTAG/real_MUTAG_0072.graphml,data/images/real_MUTAG_0072.png
real_MUTAG_0073,real,MUTAG,small,16,17,{},networkx_spring,1661978672,data/raw/real/MUTAG/real_MUTAG_0073.graphml,data/images/real_MUTAG_0073.png
real_MUTAG_0074,real,MUTAG,small,23,27,{},networkx_spring,1818486745,data/raw/real/MUTAG/real_MUTAG_0074.graphml,data/images/real_MUTAG_0074.png
real_MUTAG_0075,real,MUTAG,small,18,19,{},networkx_spring,4149072344,data/raw/real/MUTAG/real_MUTAG_0075.graphml,data/images/real_MUTAG_0075.png
real_MUTAG_0076,real,MUTAG,small,10,10,{},networkx_spring,3627220861,data/raw/real/MUTAG/real_MUTAG_0076.graphml,data/images/real_MUTAG_0076.png
real_MUTAG_0077,real,MUTAG,small,16,17,{},networkx_spring,1631093287,data/raw/real/MUTAG/real_MUTAG_0077.graphml,data/images/real_MUTAG_0077.png
real_MUTAG_0078,real,MUTAG,small,16,17,{},networkx_spring,1733605683,data/raw/real/MUTAG/real_MUTAG_0078.graphml,data/images/real_MUTAG_0078.png
real_MUTAG_0079,real,MUTAG,small,17,19,{},networkx_spring,3905246376,data/raw/real/MUTAG/real_MUTAG_0079.graphml,data/images/real_MUTAG_0079.png
real_MUTAG_0080,real,MUTAG,small,19,22,{},networkx_spring,1748603380,data/raw/real/MUTAG/real_MUTAG_0080.graphml,data/images/real_MUTAG_0080.png
real_MUTAG_0081,real,MUTAG,small,12,12,{},networkx_spring,3186844687,data/raw/real/MUTAG/real_MUTAG_0081.graphml,data/images/real_MUTAG_0081.png
real_MUTAG_0082,real,MUTAG,medium,25,28,{},networkx_spring,3110832637,data/raw/real/MUTAG/real_MUTAG_0082.graphml,data/images/real_MUTAG_0082.png
real_MUTAG_0083,real,MUTAG,small,16,18,{},networkx_spring,2805988450,data/raw/real/MUTAG/real_MUTAG_0083.graphml,data/images/real_MUTAG_0083.png
real_MUTAG_0084,real,MUTAG,small,11,11,{},networkx_spring,276198204,data/raw/real/MUTAG/real_MUTAG_0084.graphml,data/images/real_MUTAG_0084.png
real_MUTAG_0085,real,MUTAG,small,23,27,{},networkx_spring,1735447000,data/raw/real/MUTAG/real_MUTAG_0085.graphml,data/images/real_MUTAG_0085.png
real_MUTAG_0086,real,MUTAG,small,23,27,{},networkx_spring,3315678690,data/raw/real/MUTAG/real_MUTAG_0086.graphml,data/images/real_MUTAG_0086.png
real_MUTAG_0087,real,MUTAG,small,16,18,{},networkx_spring,1043793774,data/raw/real/MUTAG/real_MUTAG_0087.graphml,data/images/real_MUTAG_0087.png
real_MUTAG_0088,real,MUTAG,small,12,12,{},networkx_spring,2024312054,data/raw/real/MUTAG/real_MUTAG_0088.graphml,data/images/real_MUTAG_0088.png
real_MUTAG_0089,real,MUTAG,small,13,14,{},networkx_spring,1177677786,data/raw/real/MUTAG/real_MUTAG_0089.graphml,data/images/real_MUTAG_0089.png
real_MUTAG_0090,real,MUTAG,small,23,27,{},networkx_spring,4013413668,data/raw/real/MUTAG/real_MUTAG_0090.graphml,data/images/real_MUTAG_0090.png
real_MUTAG_0091,real,MUTAG,medium,25,29,{},networkx_spring,1615740282,data/raw/real/MUTAG/real_MUTAG_0091.graphml,data/images/real_MUTAG_0091.png
real_MUTAG_0092,real,MUTAG,small,19,22,{},networkx_spring,2322247278,data/raw/real/MUTAG/real_MUTAG_0092.graphml,data/images/real_MUTAG_0092.png
real_MUTAG_0093,real,MUTAG,small,23,27,{},networkx_spring,748145541,data/raw/real/MUTAG/real_MUTAG_0093.graphml,data/images/real_MUTAG_0093.png
real_MUTAG_0094,real,MUTAG,small,19,22,{},networkx_spring,3058641803,data/raw/real/MUTAG/real_MUTAG_0094.graphml,data/images/real_MUTAG_0094.png
real_MUTAG_0095,real,MUTAG,small,19,20,{},networkx_spring,2575146602,data/raw/real/MUTAG/real_MUTAG_0095.graphml,data/images/real_MUTAG_0095.png
real_MUTAG_0096,real,MUTAG,medium,25,28,{},networkx_spring,4118476316,data/raw/real/MUTAG/real_MUTAG_0096.graphml,data/images/real_MUTAG_0096.png
real_MUTAG_0097,real,MUTAG,small,18,20,{},networkx_spring,3832013543,data/raw/real/MUTAG/real_MUTAG_0097.graphml,data/images/real_MUTAG_0097.png
real_MUTAG_0098,real,MUTAG,small,13,14,{},networkx_spring,1205482486,data/raw/real/MUTAG/real_MUTAG_0098.graphml,data/images/real_MUTAG_0098.png
real_MUTAG_0099,real,MUTAG,small,15,17,{},networkx_spring,1267035223,data/raw/real/MUTAG/real_MUTAG_0099.graphml,data/images/real_MUTAG_0099.png
real_MUTAG_0100,real,MUTAG,small,16,17,{},networkx_spring,130589484,data/raw/real/MUTAG/real_MUTAG_0100.graphml,data/images/real_MUTAG_0100.png
real_MUTAG_0101,real,MUTAG,small,23,27,{},networkx_spring,2392749644,data/raw/real/MUTAG/real_MUTAG_0101.graphml,data/images/real_MUTAG_0101.png
real_MUTAG_0102,real,MUTAG,medium,26,28,{},networkx_spring,2132290950,data/raw/real/MUTAG/real_MUTAG_0102.graphml,data/images/real_MUTAG_0102.png
real_MUTAG_0103,real,MUTAG,small,19,22,{},networkx_spring,1330874524,data/raw/real/MUTAG/real_MUTAG_0103.graphml,data/images/real_MUTAG_0103.png
real_MUTAG_0104,real,MUTAG,small,23,27,{},networkx_spring,102924286,data/raw/real/MUTAG/real_MUTAG_0104.graphml,data/images/real_MUTAG_0104.png
real_MUTAG_0105,real,MUTAG,small,17,19,{},networkx_spring,2124368142,data/raw/real/MUTAG/real_MUTAG_0105.graphml,data/images/real_MUTAG_0105.png
real_MUTAG_0106,real,MUTAG,small,20,23,{},networkx_spring,2558017680,data/raw/real/MUTAG/real_MUTAG_0106.graphml,data/images/real_MUTAG_0106.png
real_MUTAG_0107,real,MUTAG,medium,25,28,{},networkx_spring,3457042097,data/raw/real/MUTAG/real_MUTAG_0107.graphml,data/images/real_MUTAG_0107.png
real_MUTAG_0108,real,MUTAG,small,19,22,{},networkx_spring,1480960792,data/raw/real/MUTAG/real_MUTAG_0108.graphml,data/images/real_MUTAG_0108.png
real_MUTAG_0109,real,MUTAG,medium,28,33,{},networkx_spring,681695327,data/raw/real/MUTAG/real_MUTAG_0109.graphml,data/images/real_MUTAG_0109.png
real_MUTAG_0110,real,MUTAG,small,24,25,{},networkx_spring,2702700907,data/raw/real/MUTAG/real_MUTAG_0110.graphml,data/images/real_MUTAG_0110.png
real_MUTAG_0111,real,MUTAG,small,11,11,{},networkx_spring,1709320438,data/raw/real/MUTAG/real_MUTAG_0111.graphml,data/images/real_MUTAG_0111.png
real_MUTAG_0112,real,MUTAG,small,15,17,{},networkx_spring,2655167810,data/raw/real/MUTAG/real_MUTAG_0112.graphml,data/images/real_MUTAG_0112.png
real_MUTAG_0113,real,MUTAG,small,13,13,{},networkx_spring,1046000524,data/raw/real/MUTAG/real_MUTAG_0113.graphml,data/images/real_MUTAG_0113.png
real_MUTAG_0114,real,MUTAG,small,16,17,{},networkx_spring,1866833743,data/raw/real/MUTAG/real_MUTAG_0114.graphml,data/images/real_MUTAG_0114.png
real_MUTAG_0115,real,MUTAG,small,12,13,{},networkx_spring,2925495428,data/raw/real/MUTAG/real_MUTAG_0115.graphml,data/images/real_MUTAG_0115.png
real_MUTAG_0116,real,MUTAG,small,10,10,{},networkx_spring,3872282726,data/raw/real/MUTAG/real_MUTAG_0116.graphml,data/images/real_MUTAG_0116.png
real_MUTAG_0117,real,MUTAG,small,21,22,{},networkx_spring,1547085343,data/raw/real/MUTAG/real_MUTAG_0117.graphml,data/images/real_MUTAG_0117.png
real_MUTAG_0118,real,MUTAG,small,23,27,{},networkx_spring,2803360096,data/raw/real/MUTAG/real_MUTAG_0118.graphml,data/images/real_MUTAG_0118.png
real_MUTAG_0119,real,MUTAG,small,21,22,{},networkx_spring,543289803,data/raw/real/MUTAG/real_MUTAG_0119.graphml,data/images/real_MUTAG_0119.png
real_MUTAG_0120,real,MUTAG,small,13,14,{},networkx_spring,3806554630,data/raw/real/MUTAG/real_MUTAG_0120.graphml,data/images/real_MUTAG_0120.png
real_MUTAG_0121,real,MUTAG,medium,25,28,{},networkx_spring,4097100526,data/raw/real/MUTAG/real_MUTAG_0121.graphml,data/images/real_MUTAG_0121.png
real_MUTAG_0122,real,MUTAG,small,21,24,{},networkx_spring,3091021017,data/raw/real/MUTAG/real_MUTAG_0122.graphml,data/images/real_MUTAG_0122.png
real_MUTAG_0123,real,MUTAG,small,17,18,{},networkx_spring,480755379,data/raw/real/MUTAG/real_MUTAG_0123.graphml,data/images/real_MUTAG_0123.png
real_MUTAG_0124,real,MUTAG,small,11,11,{},networkx_spring,3576476585,data/raw/real/MUTAG/real_MUTAG_0124.graphml,data/images/real_MUTAG_0124.png
real_MUTAG_0125,real,MUTAG,small,19,22,{},networkx_spring,1816865057,data/raw/real/MUTAG/real_MUTAG_0125.graphml,data/images/real_MUTAG_0125.png
real_MUTAG_0126,real,MUTAG,small,20,22,{},networkx_spring,3961563541,data/raw/real/MUTAG/real_MUTAG_0126.graphml,data/images/real_MUTAG_0126.png
real_MUTAG_0127,real,MUTAG,small,21,22,{},networkx_spring,2189400211,data/raw/real/MUTAG/real_MUTAG_0127.graphml,data/images/real_MUTAG_0127.png
real_MUTAG_0128,real,MUTAG,small,15,17,{},networkx_spring,2497263987,data/raw/real/MUTAG/real_MUTAG_0128.graphml,data/images/real_MUTAG_0128.png
real_MUTAG_0129,real,MUTAG,small,14,14,{},networkx_spring,1159399002,data/raw/real/MUTAG/real_MUTAG_0129.graphml,data/images/real_MUTAG_0129.png
real_MUTAG_0130,real,MUTAG,small,11,11,{},networkx_spring,2755864548,data/raw/real/MUTAG/real_MUTAG_0130.graphml,data/images/real_MUTAG_0130.png
real_MUTAG_0131,real,MUTAG,small,19,20,{},networkx_spring,1952358201,data/raw/real/MUTAG/real_MUTAG_0131.graphml,data/images/real_MUTAG_0131.png
real_MUTAG_0132,real,MUTAG,small,11,11,{},networkx_spring,3757340337,data/raw/real/MUTAG/real_MUTAG_0132.graphml,data/images/real_MUTAG_0132.png
real_MUTAG_0133,real,MUTAG,small,21,23,{},networkx_spring,3795275051,data/raw/real/MUTAG/real_MUTAG_0133.graphml,data/images/real_MUTAG_0133.png
real_MUTAG_0134,real,MUTAG,small,22,25,{},networkx_spring,3352780348,data/raw/real/MUTAG/real_MUTAG_0134.graphml,data/images/real_MUTAG_0134.png
real_MUTAG_0135,real,MUTAG,small,11,11,{},networkx_spring,3652028313,data/raw/real/MUTAG/real_MUTAG_0135.graphml,data/images/real_MUTAG_0135.png
real_MUTAG_0136,real,MUTAG,small,20,23,{},networkx_spring,22708783,data/raw/real/MUTAG/real_MUTAG_0136.graphml,data/images/real_MUTAG_0136.png
real_MUTAG_0137,real,MUTAG,small,22,25,{},networkx_spring,4037065299,data/raw/real/MUTAG/real_MUTAG_0137.graphml,data/images/real_MUTAG_0137.png
real_MUTAG_0138,real,MUTAG,small,13,14,{},networkx_spring,3863083216,data/raw/real/MUTAG/real_MUTAG_0138.graphml,data/images/real_MUTAG_0138.png
real_MUTAG_0139,real,MUTAG,small,11,11,{},networkx_spring,667631172,data/raw/real/MUTAG/real_MUTAG_0139.graphml,data/images/real_MUTAG_0139.png
real_MUTAG_0140,real,MUTAG,small,16,17,{},networkx_spring,2847734770,data/raw/real/MUTAG/real_MUTAG_0140.graphml,data/images/real_MUTAG_0140.png
real_MUTAG_0141,real,MUTAG,small,11,11,{},networkx_spring,1701332135,data/raw/real/MUTAG/real_MUTAG_0141.graphml,data/images/real_MUTAG_0141.png
real_MUTAG_0142,real,MUTAG,small,20,22,{},networkx_spring,3025420740,data/raw/real/MUTAG/real_MUTAG_0142.graphml,data/images/real_MUTAG_0142.png
real_MUTAG_0143,real,MUTAG,small,12,12,{},networkx_spring,1497212907,data/raw/real/MUTAG/real_MUTAG_0143.graphml,data/images/real_MUTAG_0143.png
real_MUTAG_0144,real,MUTAG,small,11,11,{},networkx_spring,2797578971,data/raw/real/MUTAG/real_MUTAG_0144.graphml,data/images/real_MUTAG_0144.png
real_MUTAG_0145,real,MUTAG,small,16,17,{},networkx_spring,551770814,data/raw/real/MUTAG/real_MUTAG_0145.graphml,data/images/real_MUTAG_0145.png
real_MUTAG_0146,real,MUTAG,small,16,17,{},networkx_spring,2612878214,data/raw/real/MUTAG/real_MUTAG_0146.graphml,data/images/real_MUTAG_0146.png
real_MUTAG_0147,real,MUTAG,small,13,14,{},networkx_spring,18995213,data/raw/real/MUTAG/real_MUTAG_0147.graphml,data/images/real_MUTAG_0147.png
real_MUTAG_0148,real,MUTAG,small,15,17,{},networkx_spring,4211945574,data/raw/real/MUTAG/real_MUTAG_0148.graphml,data/images/real_MUTAG_0148.png
real_MUTAG_0149,real,MUTAG,small,20,22,{},networkx_spring,1110201787,data/raw/real/MUTAG/real_MUTAG_0149.graphml,data/images/real_MUTAG_0149.png
real_MUTAG_0150,real,MUTAG,small,12,12,{},networkx_spring,1506828680,data/raw/real/MUTAG/real_MUTAG_0150.graphml,data/images/real_MUTAG_0150.png
real_MUTAG_0151,real,MUTAG,small,12,13,{},networkx_spring,408931337,data/raw/real/MUTAG/real_MUTAG_0151.graphml,data/images/real_MUTAG_0151.png
real_MUTAG_0152,real,MUTAG,small,22,25,{},networkx_spring,800727058,data/raw/real/MUTAG/real_MUTAG_0152.graphml,data/images/real_MUTAG_0152.png
real_MUTAG_0153,real,MUTAG,small,15,17,{},networkx_spring,143677528,data/raw/real/MUTAG/real_MUTAG_0153.graphml,data/images/real_MUTAG_0153.png
real_MUTAG_0154,real,MUTAG,small,12,13,{},networkx_spring,3934637283,data/raw/real/MUTAG/real_MUTAG_0154.graphml,data/images/real_MUTAG_0154.png
real_MUTAG_0155,real,MUTAG,small,14,14,{},networkx_spring,2718757872,data/raw/real/MUTAG/real_MUTAG_0155.graphml,data/images/real_MUTAG_0155.png
real_MUTAG_0156,real,MUTAG,small,12,13,{},networkx_spring,675399150,data/raw/real/MUTAG/real_MUTAG_0156.graphml,data/images/real_MUTAG_0156.png
real_MUTAG_0157,real,MUTAG,small,20,23,{},networkx_spring,3583423640,data/raw/real/MUTAG/real_MUTAG_0157.graphml,data/images/real_MUTAG_0157.png
real_MUTAG_0158,real,MUTAG,small,20,22,{},networkx_spring,261691054,data/raw/real/MUTAG/real_MUTAG_0158.graphml,data/images/real_MUTAG_0158.png
real_MUTAG_0159,real,MUTAG,small,20,23,{},networkx_spring,651375786,data/raw/real/MUTAG/real_MUTAG_0159.graphml,data/images/real_MUTAG_0159.png
real_MUTAG_0160,real,MUTAG,small,14,14,{},networkx_spring,188873710,data/raw/real/MUTAG/real_MUTAG_0160.graphml,data/images/real_MUTAG_0160.png
real_MUTAG_0161,real,MUTAG,medium,26,30,{},networkx_spring,2450869913,data/raw/real/MUTAG/real_MUTAG_0161.graphml,data/images/real_MUTAG_0161.png
real_MUTAG_0162,real,MUTAG,small,24,25,{},networkx_spring,962669221,data/raw/real/MUTAG/real_MUTAG_0162.graphml,data/images/real_MUTAG_0162.png
real_MUTAG_0163,real,MUTAG,small,22,25,{},networkx_spring,3402270523,data/raw/real/MUTAG/real_MUTAG_0163.graphml,data/images/real_MUTAG_0163.png
real_MUTAG_0164,real,MUTAG,small,22,25,{},networkx_spring,222785027,data/raw/real/MUTAG/real_MUTAG_0164.graphml,data/images/real_MUTAG_0164.png
real_MUTAG_0165,real,MUTAG,small,19,22,{},networkx_spring,306155445,data/raw/real/MUTAG/real_MUTAG_0165.graphml,data/images/real_MUTAG_0165.png
